lga_id,lga_name,state,geopolitical_zone,latitude,longitude,population_0_14,children_6_14,oos_count,oos_rate,poverty_rate,conflict_score,gender_gap,distance_to_school_km,teacher_pupil_ratio,disability_rate,school_density_per_1000,literacy_rate,water_sanitation_access,dominant_driver,risk_tier
290,Kaduna_LGA_20,Kaduna,NW,10.555,6.9552,58818,26809,14515,0.5415,0.8459,0.7236,0.3622,1.7,0.01182,0.0759,0.721,0.2859,0.0779,poverty,High
291,Kaduna_LGA_21,Kaduna,NW,10.0722,7.3868,64682,30269,16501,0.5452,0.7106,0.7791,0.3682,5.29,0.02535,0.0866,0.343,0.3255,0.1796,poverty,High
292,Kaduna_LGA_22,Kaduna,NW,10.0086,7.7858,77259,32901,21759,0.6614,0.7003,0.7353,0.5211,10.85,0.01,0.0576,0.727,0.3187,0.2372,poverty,Critical
293,Kaduna_LGA_23,Kaduna,NW,9.7888,7.5442,71836,37316,22821,0.6116,0.8733,0.6013,0.4444,0.5,0.01,0.0657,0.573,0.2595,0.1518,poverty,Critical
294,Kano_LGA_01,Kano,NW,12.2607,8.488,165774,86738,40069,0.462,0.8576,0.4068,0.474,2.89,0.01746,0.0716,1.011,0.443,0.1257,poverty,High
295,Kano_LGA_02,Kano,NW,12.4056,7.9365,126793,66468,41175,0.6195,0.7618,0.6384,0.3967,3.92,0.02022,0.06,0.572,0.4227,0.1829,poverty,Critical
296,Kano_LGA_03,Kano,NW,11.6689,9.2455,116560,58779,29465,0.5013,0.8008,0.3196,0.3503,4.75,0.01485,0.0697,0.331,0.3616,0.191,poverty,High
297,Kano_LGA_04,Kano,NW,11.4896,8.3486,48507,21397,12382,0.5787,0.7997,0.4744,0.4388,0.5,0.01787,0.0764,0.39,0.2795,0.1492,poverty,High
298,Kano_LGA_05,Kano,NW,11.6954,8.5842,97411,42168,21753,0.5159,0.7373,0.3695,0.3655,0.93,0.01434,0.0901,0.726,0.292,0.1738,poverty,High
299,Kano_LGA_06,Kano,NW,12.1457,8.7149,20139,10820,6671,0.6166,0.9344,0.3692,0.3841,9.38,0.01302,0.0917,0.908,0.3645,0.0934,poverty,Critical
300,Kano_LGA_07,Kano,NW,11.7146,9.0444,184145,95706,48122,0.5028,0.7943,0.4005,0.4098,1.52,0.01,0.0646,0.534,0.2668,0.1529,poverty,High
301,Kano_LGA_08,Kano,NW,11.8164,9.3144,42646,17188,9354,0.5443,0.7831,0.4587,0.4297,2.99,0.02135,0.102,0.795,0.2885,0.1866,poverty,High
302,Kano_LGA_09,Kano,NW,12.5696,8.8548,131250,61065,31401,0.5142,0.8081,0.3835,0.3717,0.56,0.02051,0.0889,0.77,0.3759,0.1457,poverty,High
303,Kano_LGA_10,Kano,NW,11.6,8.5805,162451,85936,47492,0.5526,0.8893,0.4713,0.4294,0.5,0.02204,0.0906,0.604,0.2937,0.1087,poverty,High
304,Kano_LGA_11,Kano,NW,12.222,8.1182,75815,36643,21842,0.5961,0.8024,0.3843,0.392,4.12,0.01,0.0718,0.05,0.3055,0.158,poverty,High
305,Kano_LGA_12,Kano,NW,12.7774,8.7664,48367,22925,12529,0.5466,0.7904,0.5026,0.399,2.34,0.01,0.0756,1.026,0.5261,0.1918,poverty,High
306,Kano_LGA_13,Kano,NW,12.3579,8.6038,24845,10332,5823,0.5636,0.8854,0.4436,0.389,0.89,0.02142,0.0722,1.355,0.3159,0.1419,poverty,High
307,Kano_LGA_14,Kano,NW,12.3939,8.9217,28798,14452,7790,0.5391,0.8647,0.4559,0.3679,0.5,0.01326,0.0739,1.138,0.422,0.0864,poverty,High
308,Kano_LGA_15,Kano,NW,12.7614,8.8152,52896,23187,10919,0.4709,0.8797,0.3912,0.4505,0.5,0.01822,0.0702,1.105,0.2827,0.1257,poverty,High
309,Kano_LGA_16,Kano,NW,11.2524,8.8917,119632,60737,32202,0.5302,0.8361,0.2991,0.4153,4.33,0.04878,0.0829,0.686,0.4576,0.0554,poverty,High
310,Kano_LGA_17,Kano,NW,12.5672,7.7533,131127,61600,30107,0.4888,0.9364,0.4376,0.3581,1.8,0.01534,0.0836,1.201,0.4282,0.0801,poverty,High
311,Kano_LGA_18,Kano,NW,11.6464,9.2547,130710,61665,37216,0.6035,0.802,0.4304,0.3431,16.92,0.01922,0.085,1.118,0.3926,0.1819,poverty,Critical
312,Kano_LGA_19,Kano,NW,12.58,8.0586,249577,133396,73606,0.5518,0.8528,0.4337,0.295,2.11,0.03004,0.0808,0.375,0.5325,0.131,poverty,High
313,Kano_LGA_20,Kano,NW,12.6557,8.0662,50233,24109,13608,0.5645,0.98,0.5003,0.4411,0.84,0.01164,0.0928,0.547,0.3667,0.02,poverty,High
314,Kano_LGA_21,Kano,NW,11.9549,8.8622,150607,78271,45547,0.5819,0.98,0.539,0.3871,0.5,0.0274,0.0912,0.697,0.3467,0.033,poverty,High
315,Kano_LGA_22,Kano,NW,12.5116,7.7249,205789,99322,59381,0.5979,0.9304,0.521,0.4239,1.91,0.01678,0.0962,0.963,0.6057,0.02,poverty,High
316,Kano_LGA_23,Kano,NW,12.3863,9.0641,56775,27064,15773,0.5828,0.8924,0.5162,0.4352,0.75,0.03173,0.0923,0.98,0.3603,0.1082,poverty,High
317,Kano_LGA_24,Kano,NW,11.4039,7.9194,249954,124575,57096,0.4583,0.7303,0.3151,0.3476,3.04,0.02185,0.0797,0.865,0.3841,0.2114,poverty,High
318,Kano_LGA_25,Kano,NW,12.628,8.8265,24540,11565,5371,0.4644,0.7568,0.4981,0.3131,0.91,0.03259,0.0763,0.888,0.4335,0.1956,poverty,High
319,Kano_LGA_26,Kano,NW,11.4346,8.4111,62773,30024,15094,0.5027,0.8474,0.5158,0.3908,0.5,0.01098,0.0839,1.353,0.3755,0.118,poverty,High
320,Kano_LGA_27,Kano,NW,11.5601,8.4746,14342,7142,2868,0.4016,0.6169,0.4798,0.3768,1.05,0.0341,0.0729,0.596,0.3336,0.3655,poverty,High
321,Kano_LGA_28,Kano,NW,11.9026,8.0085,141228,64448,38603,0.599,0.826,0.4451,0.3869,8.73,0.03398,0.0781,0.667,0.4317,0.1205,poverty,High
322,Kano_LGA_29,Kano,NW,11.4615,8.314,230451,98413,45024,0.4575,0.8469,0.1622,0.4163,3.16,0.02036,0.0825,0.791,0.3398,0.1684,poverty,High
323,Kano_LGA_30,Kano,NW,11.5655,8.6675,188576,91478,49540,0.5416,0.828,0.2504,0.4058,0.72,0.01631,0.0905,0.942,0.3895,0.0662,poverty,High
324,Kano_LGA_31,Kano,NW,11.5781,8.1942,147351,71201,38612,0.5423,0.7516,0.4152,0.3765,7.11,0.01792,0.0596,1.137,0.3375,0.1993,poverty,High
325,Kano_LGA_32,Kano,NW,12.5476,9.2779,166155,74616,46402,0.6219,0.8526,0.4519,0.39,2.28,0.02074,0.0654,0.492,0.2839,0.1749,poverty,Critical
326,Kano_LGA_33,Kano,NW,11.4799,7.9621,108370,53988,23535,0.4359,0.7904,0.3404,0.2907,1.88,0.02374,0.0782,0.759,0.4029,0.1109,poverty,High
327,Kano_LGA_34,Kano,NW,11.5805,9.0456,193156,92723,51968,0.5605,0.6438,0.2486,0.3934,15.42,0.01,0.0994,0.894,0.382,0.286,poverty,High
328,Kano_LGA_35,Kano,NW,12.5607,9.3138,77789,38327,20745,0.5413,0.9478,0.4182,0.464,4.93,0.01231,0.0684,0.875,0.3493,0.0238,poverty,High
329,Kano_LGA_36,Kano,NW,11.409,8.356,63392,29457,14807,0.5027,0.7652,0.5547,0.3959,1.78,0.01556,0.0824,0.783,0.2082,0.2828,poverty,High
330,Kano_LGA_37,Kano,NW,12.4211,8.1124,80677,38935,23617,0.6066,0.9189,0.4311,0.4184,4.37,0.02964,0.0877,0.373,0.2883,0.0228,poverty,Critical
331,Kano_LGA_38,Kano,NW,11.7074,8.7664,173458,78633,40979,0.5211,0.7005,0.3947,0.3172,5.68,0.02315,0.0991,1.054,0.3102,0.3105,poverty,High
332,Kano_LGA_39,Kano,NW,12.768,8.1236,127420,64807,35337,0.5453,0.7384,0.4101,0.3461,5.33,0.02016,0.094,0.802,0.2825,0.2231,poverty,High
333,Kano_LGA_40,Kano,NW,12.326,9.3042,129300,68716,31335,0.456,0.7703,0.3732,0.3712,0.5,0.02318,0.0795,1.126,0.2946,0.2561,poverty,High
334,Kano_LGA_41,Kano,NW,11.7827,9.0779,81433,40781,22508,0.5519,0.8438,0.325,0.4893,3.85,0.01435,0.0851,0.877,0.3027,0.1785,poverty,High
335,Kano_LGA_42,Kano,NW,12.0092,9.1804,60036,26999,15935,0.5902,0.8384,0.4059,0.3679,7.07,0.01125,0.0843,0.704,0.4848,0.1003,poverty,High
336,Kano_LGA_43,Kano,NW,12.1969,9.1968,51999,23167,10006,0.4319,0.6478,0.424,0.375,3.8,0.02905,0.0669,1.039,0.2879,0.397,poverty,High
337,Kano_LGA_44,Kano,NW,11.9472,8.237,130565,64424,36934,0.5733,0.799,0.3831,0.4636,4.6,0.02076,0.0895,1.043,0.3312,0.1664,poverty,High
338,Katsina_LGA_01,Katsina,NW,12.7195,7.1222,49556,21464,10651,0.4962,0.809,0.5075,0.452,2.29,0.01803,0.0819,0.589,0.4585,0.2174,poverty,High
339,Katsina_LGA_02,Katsina,NW,12.1915,7.568,50555,21179,9047,0.4272,0.7468,0.5301,0.3447,2.0,0.02882,0.0827,0.244,0.2667,0.2561,poverty,High
340,Katsina_LGA_03,Katsina,NW,13.5822,8.2213,163258,73637,40934,0.5559,0.7545,0.5995,0.3661,2.3,0.02299,0.0978,1.287,0.3728,0.2441,poverty,High
341,Katsina_LGA_04,Katsina,NW,12.6804,6.8659,204237,112235,54223,0.4831,0.8018,0.5501,0.4059,1.34,0.02149,0.0864,0.934,0.3358,0.2605,poverty,High
342,Katsina_LGA_05,Katsina,NW,12.6468,7.5349,48722,23325,13736,0.5889,0.9036,0.5363,0.3551,1.8,0.01602,0.0876,0.694,0.4081,0.0942,poverty,High
343,Katsina_LGA_06,Katsina,NW,13.754,7.521,123795,60045,31148,0.5188,0.6835,0.4542,0.4424,0.5,0.022,0.0771,1.027,0.4135,0.2669,poverty,High
344,Katsina_LGA_07,Katsina,NW,12.7416,7.7546,68596,33665,16929,0.5029,0.8235,0.4946,0.4279,1.45,0.02158,0.0694,1.189,0.2528,0.1372,poverty,High
345,Katsina_LGA_08,Katsina,NW,12.6963,8.2758,70746,30692,16836,0.5486,0.9527,0.2188,0.3499,4.27,0.02492,0.0689,0.787,0.3494,0.0849,poverty,High
346,Katsina_LGA_09,Katsina,NW,12.6475,6.9245,205153,98829,48836,0.4941,0.7641,0.3967,0.312,5.87,0.01253,0.0682,0.894,0.248,0.0551,poverty,High
347,Katsina_LGA_10,Katsina,NW,13.7731,6.9143,231638,100102,70204,0.7013,0.8905,0.4981,0.3979,23.51,0.01951,0.0723,0.851,0.3251,0.0513,poverty,Critical
348,Katsina_LGA_11,Katsina,NW,13.2205,7.4457,165848,89134,49526,0.5556,0.8133,0.4132,0.4035,0.75,0.01213,0.0638,0.692,0.3894,0.1333,poverty,High
349,Kebbi_LGA_01,Kebbi,NW,13.1971,4.7888,249807,117879,58445,0.4958,0.757,0.0439,0.3777,3.72,0.02126,0.0828,1.196,0.3746,0.2586,poverty,High
350,Kebbi_LGA_02,Kebbi,NW,12.8628,4.099,53382,25496,12257,0.4808,0.7703,0.2351,0.3646,5.94,0.01,0.078,0.622,0.4326,0.2214,poverty,High
351,Kebbi_LGA_03,Kebbi,NW,12.4623,4.905,98885,45654,23458,0.5138,0.8773,0.2906,0.454,0.94,0.02661,0.0751,0.256,0.3655,0.1467,poverty,High
352,Kebbi_LGA_04,Kebbi,NW,11.9363,4.0624,178375,71637,27814,0.3883,0.8541,0.2439,0.4555,1.19,0.01514,0.0964,1.061,0.3154,0.1457,poverty,Medium
353,Kebbi_LGA_05,Kebbi,NW,11.8996,4.8063,16412,8365,4089,0.4889,0.7915,0.3247,0.4565,1.54,0.01119,0.0832,0.702,0.3315,0.1731,poverty,High
354,Kebbi_LGA_06,Kebbi,NW,11.8505,3.5388,56808,28366,13413,0.4729,0.892,0.3813,0.3976,0.5,0.01907,0.079,0.776,0.329,0.1098,poverty,High
355,Kebbi_LGA_07,Kebbi,NW,12.1194,3.7806,147072,67377,44938,0.667,0.8893,0.325,0.4253,4.85,0.03487,0.0739,0.85,0.4124,0.0503,poverty,Critical
356,Kebbi_LGA_08,Kebbi,NW,11.8896,4.3549,172664,80515,41682,0.5177,0.9165,0.3368,0.3505,1.3,0.01,0.096,0.86,0.132,0.0582,poverty,High
357,Kebbi_LGA_09,Kebbi,NW,12.7572,4.1695,247499,131648,74677,0.5673,0.7155,0.2929,0.4016,4.86,0.03023,0.0715,0.894,0.3494,0.1782,poverty,High
358,Kebbi_LGA_10,Kebbi,NW,12.742,3.7467,146463,67146,30203,0.4498,0.5712,0.3733,0.3952,2.16,0.01266,0.0835,1.054,0.3082,0.3647,poverty,High
359,Kebbi_LGA_11,Kebbi,NW,12.0912,4.8076,73157,36187,18641,0.5151,0.8979,0.2538,0.3336,2.68,0.01496,0.0743,0.78,0.3494,0.0725,poverty,High
360,Kebbi_LGA_12,Kebbi,NW,12.2321,4.559,68720,35560,17262,0.4855,0.8082,0.3581,0.3311,0.5,0.0144,0.0947,0.624,0.4046,0.1401,poverty,High
361,Kebbi_LGA_13,Kebbi,NW,12.7558,3.7645,61951,26258,10266,0.391,0.7147,0.1053,0.3456,1.4,0.01,0.0727,0.196,0.2626,0.3167,poverty,Medium
362,Kebbi_LGA_14,Kebbi,NW,12.0399,3.7771,46417,22620,11341,0.5014,0.8165,0.3868,0.4451,0.5,0.01385,0.0802,0.704,0.3279,0.267,poverty,High
363,Kebbi_LGA_15,Kebbi,NW,12.3942,3.7332,142051,76410,41613,0.5446,0.7685,0.2471,0.3888,0.86,0.02496,0.0867,0.953,0.2744,0.2127,poverty,High
364,Kebbi_LGA_16,Kebbi,NW,11.661,4.7679,53894,26916,12699,0.4718,0.8344,0.1648,0.34,1.44,0.0163,0.0894,0.974,0.3858,0.0941,poverty,High
365,Kebbi_LGA_17,Kebbi,NW,11.9166,3.4702,190704,84613,50061,0.5917,0.8553,0.2651,0.4113,11.03,0.01857,0.0918,0.968,0.2266,0.0751,poverty,High
366,Kebbi_LGA_18,Kebbi,NW,12.4287,4.3614,55665,27209,13629,0.5009,0.8447,0.2554,0.2959,7.94,0.02021,0.0818,1.432,0.4432,0.1791,poverty,High
367,Kebbi_LGA_19,Kebbi,NW,11.6619,4.7626,60903,27250,13637,0.5004,0.86,0.3357,0.3456,1.08,0.02085,0.0627,0.785,0.3665,0.1746,poverty,High
368,Kogi_LGA_01,Kogi,NC,7.3933,7.5382,140737,67890,33251,0.4898,0.5398,0.4196,0.2161,8.54,0.02881,0.0668,0.527,0.7785,0.441,poverty,High
369,Kogi_LGA_02,Kogi,NC,7.9642,6.0288,74473,35410,11784,0.3328,0.3737,0.3371,0.1739,0.98,0.01369,0.0584,1.367,0.7508,0.5814,poverty,Medium
370,Kogi_LGA_03,Kogi,NC,7.5498,6.6644,113104,46116,14154,0.3069,0.4438,0.1178,0.2562,4.47,0.02067,0.0387,0.983,0.5677,0.4674,poverty,Medium
371,Kogi_LGA_04,Kogi,NC,7.6618,7.1943,108841,54791,15768,0.2878,0.4172,0.1891,0.1834,0.5,0.01852,0.0459,1.097,0.4209,0.5022,poverty,Medium
372,Kogi_LGA_05,Kogi,NC,8.3247,7.3189,174131,74138,28704,0.3872,0.393,0.3587,0.2098,13.65,0.03584,0.0456,0.926,0.6712,0.5601,distance,Medium
373,Kogi_LGA_06,Kogi,NC,8.2054,7.4377,210476,101690,39325,0.3867,0.3958,0.3429,0.2539,3.17,0.02651,0.0605,0.532,0.6194,0.5288,poverty,Medium
374,Kogi_LGA_07,Kogi,NC,7.067,6.6432,64677,28076,8463,0.3015,0.3179,0.3425,0.1592,2.3,0.02651,0.0473,0.377,0.774,0.6315,poverty,Medium
375,Kogi_LGA_08,Kogi,NC,7.9944,6.8407,17652,7293,3053,0.4186,0.3879,0.4094,0.18,5.55,0.01645,0.0338,0.764,0.6264,0.5922,poverty,High
376,Kogi_LGA_09,Kogi,NC,7.3477,6.0404,156207,79669,24939,0.313,0.4458,0.4014,0.1264,5.88,0.01357,0.0435,0.463,0.6404,0.4576,poverty,Medium
377,Kogi_LGA_10,Kogi,NC,8.1941,6.1386,165020,78488,26039,0.3318,0.3693,0.1951,0.1999,6.98,0.02349,0.0615,1.129,0.5815,0.5692,poverty,Medium
378,Kogi_LGA_11,Kogi,NC,8.0526,6.5559,58329,24402,9191,0.3767,0.4528,0.1952,0.2401,8.66,0.01818,0.057,0.907,0.4705,0.5371,poverty,Medium
379,Kwara_LGA_01,Kwara,NC,9.1086,5.3088,163118,66521,29109,0.4376,0.4278,0.3239,0.202,7.13,0.02058,0.0685,0.594,0.5613,0.483,poverty,High
380,Kwara_LGA_02,Kwara,NC,7.8167,3.8671,12771,5343,2563,0.4797,0.3913,0.0564,0.3015,11.67,0.024,0.0466,0.8,0.6807,0.5352,poverty,High
381,Kwara_LGA_03,Kwara,NC,8.5974,3.908,57671,26572,8791,0.3309,0.3798,0.3606,0.2521,2.6,0.0203,0.0518,1.067,0.6096,0.5452,poverty,Medium
382,Kwara_LGA_04,Kwara,NC,8.7031,4.0446,106238,50612,19108,0.3776,0.5817,0.2585,0.2402,3.08,0.0141,0.0665,0.851,0.5262,0.36,poverty,Medium
383,Kwara_LGA_05,Kwara,NC,7.8647,5.065,133776,66569,32462,0.4877,0.5599,0.2263,0.2041,19.84,0.0201,0.0601,0.39,0.5968,0.38,poverty,High
384,Kwara_LGA_06,Kwara,NC,7.9478,5.1671,54948,29065,8988,0.3093,0.2204,0.1515,0.2539,5.92,0.02094,0.0759,0.572,0.6402,0.6364,school_supply,Medium
385,Kwara_LGA_07,Kwara,NC,8.9104,4.6737,51151,24717,8340,0.3375,0.5029,0.1124,0.1676,7.36,0.0148,0.0388,0.784,0.5216,0.5282,poverty,Medium
386,Kwara_LGA_08,Kwara,NC,8.6735,4.2814,197960,95635,40075,0.419,0.5313,0.4232,0.2363,13.12,0.0164,0.0504,1.418,0.6249,0.5276,poverty,High
387,Kwara_LGA_09,Kwara,NC,8.8615,4.2867,40444,16420,5997,0.3653,0.4436,0.194,0.3498,2.14,0.02191,0.0662,0.8,0.6488,0.4485,poverty,Medium
388,Kwara_LGA_10,Kwara,NC,8.351,4.275,103846,46893,15245,0.3251,0.525,0.2071,0.1414,0.5,0.01817,0.0625,0.657,0.5651,0.3681,poverty,Medium
389,Kwara_LGA_11,Kwara,NC,8.8881,4.1448,156666,76353,24832,0.3252,0.4185,0.0664,0.219,3.37,0.01542,0.0556,0.961,0.5829,0.4842,poverty,Medium
390,Kwara_LGA_12,Kwara,NC,7.8111,4.9075,218236,106792,39876,0.3734,0.5583,0.2392,0.2505,4.39,0.02041,0.0572,0.91,0.6151,0.4409,poverty,Medium
391,Kwara_LGA_13,Kwara,NC,8.282,5.0605,13670,5766,3334,0.5784,0.4309,0.1117,0.2168,30.0,0.01845,0.0685,0.59,0.7031,0.5533,distance,High
392,Kwara_LGA_14,Kwara,NC,8.6557,4.7903,84398,36772,13069,0.3554,0.3799,0.1903,0.2713,3.33,0.03232,0.0679,0.423,0.679,0.496,poverty,Medium
393,Kwara_LGA_15,Kwara,NC,7.8376,4.0552,80567,40539,13844,0.3415,0.4898,0.2532,0.1508,1.18,0.01,0.04,1.022,0.5798,0.5028,poverty,Medium
394,Kwara_LGA_16,Kwara,NC,8.7909,4.0719,86818,44815,15213,0.3395,0.4599,0.1529,0.178,6.68,0.01,0.0638,0.502,0.7127,0.501,poverty,Medium
395,Lagos_LGA_01,Lagos,SW,6.8837,3.3297,53673,26670,5216,0.1956,0.2384,0.0103,0.0769,3.31,0.02085,0.0546,0.578,0.8366,0.7164,school_supply,Low
396,Lagos_LGA_02,Lagos,SW,7.0278,4.0645,19146,8105,2456,0.3031,0.2953,0.2512,0.1502,4.98,0.01741,0.0535,1.014,0.7614,0.5825,poverty,Medium
397,Lagos_LGA_03,Lagos,SW,7.019,3.8899,236435,121084,25091,0.2072,0.3064,0.0,0.0727,3.85,0.01,0.0335,0.548,0.8417,0.7056,poverty,Medium
398,Lagos_LGA_04,Lagos,SW,7.2106,3.4286,85375,44345,9173,0.2069,0.231,0.1399,0.0752,1.02,0.02919,0.0294,1.039,0.9114,0.7078,poverty,Medium
399,Lagos_LGA_05,Lagos,SW,6.5494,2.7346,203964,112145,19560,0.1744,0.1936,0.0332,0.0007,1.88,0.0242,0.0397,0.631,0.8637,0.7754,school_supply,Low
400,Lagos_LGA_06,Lagos,SW,5.7205,3.1406,222301,99704,29183,0.2927,0.05,0.0942,0.0385,10.57,0.01582,0.0414,1.377,0.8141,0.8696,distance,Medium
401,Lagos_LGA_07,Lagos,SW,6.1208,4.1229,65388,33864,8999,0.2658,0.26,0.1307,0.0567,0.62,0.02063,0.049,0.796,0.8147,0.6534,poverty,Medium
402,Lagos_LGA_08,Lagos,SW,5.8818,3.4395,77206,35855,10714,0.2988,0.2303,0.2528,0.1173,10.34,0.0178,0.0307,0.72,0.9684,0.6216,distance,Medium
403,Lagos_LGA_09,Lagos,SW,6.1707,4.0444,68392,33580,9350,0.2784,0.235,0.2176,0.0,11.76,0.0174,0.0473,0.403,0.8404,0.7003,distance,Medium
404,Lagos_LGA_10,Lagos,SW,5.7217,4.1189,223058,91376,27301,0.2988,0.2404,0.1777,0.1244,1.82,0.02773,0.0536,0.307,0.889,0.7315,school_supply,Medium
405,Lagos_LGA_11,Lagos,SW,6.0018,3.6393,77662,41930,10926,0.2606,0.1968,0.1716,0.0287,4.67,0.02082,0.0501,1.486,0.7194,0.7387,poverty,Medium
406,Lagos_LGA_12,Lagos,SW,6.7796,2.8299,152447,80431,12772,0.1588,0.1529,0.0924,0.0762,0.5,0.01995,0.0267,1.018,0.8358,0.8205,school_supply,Low
407,Lagos_LGA_13,Lagos,SW,6.8372,3.1953,171770,89091,25101,0.2818,0.184,0.013,0.1479,6.47,0.01396,0.0457,0.243,0.942,0.7656,school_supply,Medium
408,Lagos_LGA_14,Lagos,SW,5.7351,3.4917,136895,66186,14142,0.2137,0.1888,0.0025,0.0843,4.72,0.03231,0.0437,1.077,0.8162,0.7062,school_supply,Medium
409,Lagos_LGA_15,Lagos,SW,6.6767,3.2666,140630,69026,13237,0.1918,0.2508,0.1887,0.0107,2.61,0.01556,0.0402,1.225,0.9046,0.714,poverty,Low
410,Lagos_LGA_16,Lagos,SW,6.4287,3.0788,183501,84981,14817,0.1744,0.1796,0.0,0.0496,10.09,0.02653,0.0435,0.62,0.8872,0.7745,distance,Low
411,Lagos_LGA_17,Lagos,SW,5.9011,3.6499,51504,21229,3526,0.1661,0.2059,0.0055,0.0343,2.3,0.02143,0.0443,0.921,0.841,0.6376,school_supply,Low
412,Lagos_LGA_18,Lagos,SW,6.0124,3.9934,187538,75448,18692,0.2478,0.314,0.1812,0.0106,4.4,0.02534,0.0319,1.055,0.8272,0.5469,poverty,Medium
413,Lagos_LGA_19,Lagos,SW,5.9281,2.9159,109284,52170,14826,0.2842,0.2488,0.0957,0.0683,5.44,0.01038,0.0311,0.137,0.8852,0.6155,school_supply,Medium
414,Lagos_LGA_20,Lagos,SW,5.9839,3.5049,163461,84247,22644,0.2688,0.1948,0.267,0.1457,4.74,0.02281,0.0299,1.016,0.8274,0.7527,school_supply,Medium
415,Nasarawa_LGA_01,Nasarawa,NC,8.613,7.6889,209780,107782,36660,0.3401,0.4037,0.2657,0.2812,1.14,0.02373,0.0468,0.568,0.6807,0.6038,poverty,Medium
416,Nasarawa_LGA_02,Nasarawa,NC,8.4033,8.9662,23314,12215,6391,0.5232,0.3249,0.4621,0.2562,12.54,0.02338,0.0553,0.546,0.7221,0.627,distance,High
417,Nasarawa_LGA_03,Nasarawa,NC,7.8973,7.6805,83267,36747,14619,0.3978,0.4626,0.3436,0.2392,6.0,0.01173,0.0607,0.851,0.7148,0.5033,poverty,Medium
418,Nasarawa_LGA_04,Nasarawa,NC,8.8293,8.9531,80291,42918,20332,0.4738,0.4234,0.569,0.2671,5.86,0.02315,0.0591,0.422,0.6227,0.5241,poverty,High
419,Nasarawa_LGA_05,Nasarawa,NC,7.8482,7.813,62444,29597,8981,0.3035,0.3954,0.5451,0.2385,0.5,0.01911,0.059,0.809,0.6778,0.6709,poverty,Medium
420,Nasarawa_LGA_06,Nasarawa,NC,7.8251,7.648,42574,18580,6352,0.3419,0.4822,0.0,0.2337,0.84,0.01,0.0752,0.05,0.715,0.4656,poverty,Medium
421,Nasarawa_LGA_07,Nasarawa,NC,8.0975,7.5801,29858,15880,6166,0.3883,0.4968,0.3588,0.1069,0.69,0.03458,0.0713,0.204,0.5188,0.4106,poverty,Medium
422,Nasarawa_LGA_08,Nasarawa,NC,9.0388,8.2608,186491,85678,33283,0.3885,0.4981,0.3452,0.1914,2.82,0.01723,0.0601,0.851,0.6703,0.4639,poverty,Medium
423,Nasarawa_LGA_09,Nasarawa,NC,8.7084,8.7364,163878,83164,30716,0.3693,0.4754,0.3814,0.1677,0.5,0.01537,0.0639,0.808,0.6157,0.4557,poverty,Medium
424,Nasarawa_LGA_10,Nasarawa,NC,9.0101,8.0004,172320,86678,42776,0.4935,0.4075,0.5895,0.181,7.44,0.01172,0.0427,1.26,0.7497,0.5633,poverty,High
425,Nasarawa_LGA_11,Nasarawa,NC,8.5806,8.7869,26271,11994,4744,0.3956,0.565,0.4659,0.3101,0.75,0.01669,0.0539,0.246,0.6177,0.4487,poverty,Medium
426,Nasarawa_LGA_12,Nasarawa,NC,8.1732,8.4279,56022,24520,8388,0.3421,0.4845,0.4167,0.1602,2.84,0.01,0.0638,1.571,0.5193,0.4519,poverty,Medium
427,Nasarawa_LGA_13,Nasarawa,NC,9.0532,8.4503,97641,49536,22798,0.4602,0.4622,0.4797,0.2008,7.28,0.02126,0.062,0.287,0.5965,0.5414,poverty,High
428,Niger_LGA_01,Niger,NC,9.4422,5.8194,57538,24944,8333,0.3341,0.4231,0.1142,0.2226,1.48,0.01,0.0713,1.03,0.7306,0.5484,poverty,Medium
429,Niger_LGA_02,Niger,NC,10.6657,5.588,83397,33703,13537,0.4017,0.3911,0.287,0.2194,6.33,0.02931,0.0715,0.538,0.6591,0.5056,poverty,High
430,Niger_LGA_03,Niger,NC,9.3166,6.1452,41037,18213,5980,0.3283,0.4953,0.2404,0.2964,0.5,0.0211,0.0551,1.296,0.6316,0.4617,poverty,Medium
431,Niger_LGA_04,Niger,NC,10.6679,4.9677,158893,63779,27795,0.4358,0.4754,0.3117,0.2085,1.15,0.01501,0.0572,0.339,0.5453,0.4463,poverty,High
432,Niger_LGA_05,Niger,NC,9.6137,5.6984,63217,27560,10826,0.3929,0.3918,0.4375,0.2563,1.41,0.01631,0.0712,0.502,0.6714,0.661,poverty,Medium
433,Niger_LGA_06,Niger,NC,10.179,6.1376,141744,70561,33280,0.4717,0.5061,0.4118,0.1845,7.87,0.01199,0.0585,0.631,0.5591,0.5391,poverty,High
434,Niger_LGA_07,Niger,NC,9.8592,5.5327,246028,109866,43677,0.3975,0.417,0.3273,0.1865,2.57,0.02285,0.0562,0.401,0.6517,0.5145,poverty,Medium
435,Niger_LGA_08,Niger,NC,9.515,6.0365,128409,65919,18347,0.2783,0.4069,0.1891,0.2104,2.17,0.01324,0.0583,0.206,0.7141,0.4953,poverty,Medium
436,Niger_LGA_09,Niger,NC,9.3864,5.8655,238755,99378,30540,0.3073,0.4491,0.348,0.272,1.55,0.02802,0.0745,0.971,0.6371,0.5463,poverty,Medium
