child_id,lga_id,state,geopolitical_zone,gender,age,grade_level,attendance_rate,math_score,literacy_score,household_income_usd_day,parent_edu_level,sibling_count,distance_to_school_km,disability,conflict_displaced,school_fee_burden,has_birth_certificate,meal_programme_access,poverty_rate_lga,conflict_score_lga,teacher_pupil_ratio,dropout
7582,202,Ekiti,SW,F,14,9,0.829,62.3,62.4,3.4,0,4,0.2,0,0,0.481,1,0,0.2117,0.1393,0.01073,0
7583,344,Katsina,NW,M,11,6,0.432,51.4,69.3,0.19,0,7,0.68,0,0,0.519,1,0,0.8235,0.4946,0.02158,1
7584,523,Oyo,SW,M,11,5,1.0,90.4,93.6,1.64,0,5,6.74,0,0,0.18,0,1,0.1425,0.0792,0.01,0
7585,400,Lagos,SW,F,7,2,0.972,91.9,92.4,1.37,1,1,8.78,0,0,0.0,1,0,0.05,0.0942,0.01582,0
7586,218,Enugu,SE,M,12,8,0.942,88.0,81.2,1.13,3,5,1.8,0,0,0.135,1,0,0.1012,0.2357,0.03526,0
7587,445,Niger,NC,F,13,7,0.653,55.8,54.4,0.97,0,8,2.33,0,0,0.52,1,0,0.5776,0.2933,0.01335,0
7588,222,Enugu,SE,M,15,9,0.734,75.3,83.6,0.1,0,7,0.2,0,0,0.262,1,0,0.3928,0.1318,0.02857,0
7589,383,Kwara,NC,M,13,8,0.657,47.7,52.5,3.58,0,11,19.51,0,0,0.443,1,0,0.5599,0.2263,0.0201,0
7590,592,Sokoto,NW,M,9,4,0.649,68.9,59.3,0.66,0,4,1.36,0,0,1.0,0,0,0.8919,0.3271,0.01549,1
7591,7,Abia,SE,M,14,9,0.853,57.8,71.1,1.19,2,10,3.5,0,1,0.368,1,0,0.251,0.0618,0.01609,0
7592,272,Kaduna,NW,M,15,9,0.563,41.0,61.5,0.1,0,7,8.45,0,0,0.328,1,0,0.6955,0.7665,0.01772,1
7593,16,Adamawa,NE,F,6,2,0.332,32.1,34.4,0.38,0,7,13.76,0,1,0.493,1,0,0.586,0.6951,0.01268,1
7594,424,Nasarawa,NC,F,13,8,0.601,49.1,43.2,1.57,1,4,8.15,0,1,0.567,1,0,0.4075,0.5895,0.01172,1
7595,524,Oyo,SW,F,12,7,0.866,78.5,71.6,4.77,1,5,1.92,0,0,0.0,1,0,0.1471,0.2478,0.02079,0
7596,21,Adamawa,NE,M,8,3,0.499,61.2,53.3,0.1,0,10,0.2,0,0,0.934,0,1,0.7543,0.7,0.01919,1
7597,228,FCT Abuja,NC,M,14,9,0.763,63.6,74.8,1.64,2,3,0.47,0,0,0.161,1,0,0.4201,0.1485,0.03186,0
7598,288,Kaduna,NW,M,13,7,0.644,68.3,47.1,1.77,3,3,4.69,0,0,0.423,0,0,0.6702,0.4851,0.02329,0
7599,134,Borno,NE,F,13,8,0.308,56.7,28.6,2.37,0,7,1.57,0,0,0.812,1,1,0.8387,0.7908,0.01,1
7600,283,Kaduna,NW,M,8,4,0.539,67.3,73.5,1.12,0,3,4.26,0,1,0.672,0,1,0.7806,0.5523,0.02602,0
7601,404,Lagos,SW,M,10,5,0.846,74.2,83.6,1.18,1,5,3.67,0,0,0.23,1,0,0.2404,0.1777,0.02773,0
7602,66,Bauchi,NE,M,8,4,0.467,27.4,32.5,0.1,1,6,3.08,0,0,0.857,1,0,0.8079,0.6063,0.0199,1
7603,604,Taraba,NE,F,9,5,0.374,33.3,41.4,0.18,1,4,2.97,0,0,0.61,1,0,0.6462,0.5363,0.01987,1
7604,437,Niger,NC,F,13,7,0.586,56.5,85.5,1.72,3,1,3.92,0,0,0.213,1,0,0.5124,0.2979,0.02999,0
7605,259,Jigawa,NW,M,6,1,0.738,59.4,56.6,3.12,0,2,8.78,0,0,0.478,0,1,0.7148,0.2619,0.01,0
7606,103,Benue,NC,M,13,7,0.538,58.5,49.0,0.19,1,6,12.05,0,0,0.897,1,0,0.5497,0.596,0.0198,1
7607,567,Rivers,SS,F,15,9,0.791,72.7,61.3,1.92,2,9,2.86,0,0,0.443,1,1,0.3464,0.1699,0.0167,0
7608,101,Benue,NC,F,9,3,0.574,37.3,61.8,2.58,3,4,5.67,0,1,0.223,1,1,0.4851,0.4473,0.02272,1
7609,198,Edo,SS,F,9,5,0.849,66.4,64.8,0.89,2,1,3.35,0,0,0.167,1,0,0.2735,0.3447,0.01572,0
7610,226,FCT Abuja,NC,F,13,7,0.745,58.2,57.4,1.94,1,5,7.13,0,0,0.917,1,0,0.4075,0.0,0.02335,0
7611,463,Ogun,SW,F,11,5,0.939,75.3,79.1,0.38,1,5,2.05,0,0,0.154,1,1,0.1211,0.0251,0.01307,0
7612,237,Gombe,NE,F,9,5,0.425,48.6,42.5,0.56,0,13,3.6,0,0,0.447,0,1,0.7004,0.4082,0.02574,0
7613,26,Adamawa,NE,F,13,7,0.303,33.3,56.6,0.66,1,6,25.21,0,0,0.84,0,1,0.7526,0.5783,0.01456,1
7614,121,Borno,NE,M,9,3,0.454,52.6,44.8,0.1,0,6,1.22,0,0,0.569,0,0,0.7563,0.8822,0.01,1
7615,506,Osun,SW,F,12,6,0.796,87.8,65.0,4.39,0,3,1.54,0,0,0.0,1,0,0.1066,0.2082,0.01,0
7616,182,Ebonyi,SE,F,11,5,0.92,67.7,73.6,1.4,2,7,1.19,0,0,0.11,0,0,0.2882,0.1757,0.01,0
7617,634,Zamfara,NW,F,9,5,0.144,20.8,25.7,0.75,1,8,0.2,0,1,0.719,1,1,0.939,0.8805,0.01372,1
7618,543,Plateau,NC,F,6,1,0.815,43.2,56.1,0.39,2,4,2.64,0,0,0.351,0,0,0.4868,0.3983,0.01789,0
7619,315,Kano,NW,M,13,8,0.481,57.1,48.7,0.58,0,12,0.49,0,1,0.551,0,1,0.9304,0.521,0.01678,1
7620,618,Yobe,NE,M,9,5,0.342,32.3,56.6,0.54,0,3,9.05,0,0,0.623,1,1,0.7356,0.8724,0.02635,1
7621,273,Kaduna,NW,M,13,7,0.467,45.3,37.9,0.1,2,4,1.58,0,0,0.925,1,1,0.8699,0.6348,0.01244,1
7622,232,Gombe,NE,M,13,9,0.6,61.4,66.4,0.1,0,7,1.44,0,0,0.571,0,0,0.6687,0.4478,0.01941,0
7623,420,Nasarawa,NC,M,9,4,0.883,76.6,80.7,0.53,2,5,0.26,0,0,0.478,0,1,0.4822,0.0,0.01,0
7624,442,Niger,NC,F,14,8,0.489,47.4,56.0,2.21,0,6,10.34,0,0,0.111,1,0,0.6668,0.1796,0.01914,0
7625,496,Osun,SW,M,8,2,0.805,59.5,61.6,0.54,3,7,0.22,0,0,0.114,1,1,0.2561,0.1553,0.0113,0
7626,24,Adamawa,NE,F,10,4,0.195,43.0,35.2,0.67,2,5,4.11,0,0,0.498,0,1,0.854,0.7583,0.02366,1
7627,109,Benue,NC,M,11,5,0.949,97.2,61.9,0.44,2,4,4.43,0,0,0.696,1,0,0.4908,0.4895,0.01905,0
7628,502,Osun,SW,F,9,3,0.822,85.4,41.3,4.55,3,7,5.38,0,0,0.174,1,1,0.3213,0.2122,0.02383,0
7629,25,Adamawa,NE,F,11,7,0.148,23.5,46.3,0.44,0,6,0.36,1,0,0.775,0,0,0.8126,0.6809,0.03517,1
7630,187,Edo,SS,M,15,9,0.878,60.9,73.2,5.35,3,5,1.82,0,0,0.037,1,0,0.1746,0.1452,0.02207,0
7631,288,Kaduna,NW,F,7,2,0.611,54.4,61.6,0.1,0,7,5.65,0,0,0.628,1,0,0.6702,0.4851,0.02329,0
7632,628,Yobe,NE,M,14,8,0.508,41.2,45.0,0.52,0,7,0.2,0,1,0.716,1,1,0.7357,0.9023,0.01688,1
7633,338,Katsina,NW,M,10,4,0.617,63.8,41.5,1.25,0,12,2.9,0,0,0.679,0,0,0.809,0.5075,0.01803,1
7634,37,Akwa Ibom,SS,F,11,6,0.656,20.1,70.1,2.04,1,5,2.4,0,0,0.328,0,0,0.3573,0.2581,0.0135,1
7635,137,Borno,NE,F,8,3,0.253,50.0,32.7,0.76,2,2,0.69,0,0,0.611,1,1,0.6799,0.9274,0.01069,1
7636,508,Osun,SW,M,14,8,1.0,85.2,71.9,0.14,2,7,0.2,0,0,0.311,1,0,0.284,0.0877,0.01623,0
7637,227,FCT Abuja,NC,F,11,7,0.725,79.9,64.2,0.41,1,9,4.03,0,0,0.073,1,0,0.3516,0.1357,0.02116,0
7638,320,Kano,NW,F,12,7,0.427,50.8,62.8,0.74,1,6,0.2,0,0,0.614,0,0,0.6169,0.4798,0.0341,1
7639,182,Ebonyi,SE,F,7,2,0.711,60.0,72.7,2.59,1,3,0.48,0,0,0.232,1,0,0.2882,0.1757,0.01,0
7640,86,Bayelsa,SS,M,11,7,0.716,44.6,56.9,0.96,0,5,0.2,0,0,0.059,0,0,0.3503,0.4719,0.01547,0
7641,467,Ogun,SW,F,12,6,0.802,71.9,91.6,0.28,2,3,7.83,0,0,0.0,1,1,0.2193,0.0732,0.01524,0
7642,53,Anambra,SE,F,13,8,0.931,69.4,81.2,0.1,2,4,0.2,0,0,0.01,1,0,0.0944,0.1036,0.02927,0
7643,235,Gombe,NE,F,15,9,0.194,31.9,53.6,1.0,0,5,1.77,0,1,0.581,1,0,0.7349,0.8032,0.01669,1
7644,433,Niger,NC,F,8,2,0.605,65.2,65.3,0.63,3,5,8.22,0,0,0.542,1,1,0.5061,0.4118,0.01199,0
7645,496,Osun,SW,M,6,2,0.79,76.8,67.0,3.39,3,6,0.25,0,0,0.22,1,1,0.2561,0.1553,0.0113,0
7646,100,Benue,NC,F,15,9,0.587,54.2,67.8,1.12,2,9,0.29,0,0,0.422,0,1,0.4401,0.5742,0.0273,0
7647,599,Taraba,NE,M,8,2,0.612,61.2,75.8,0.1,0,12,6.19,0,0,0.894,0,1,0.8232,0.6215,0.02253,1
7648,403,Lagos,SW,M,8,3,0.894,68.3,67.7,0.5,3,3,11.97,0,0,0.055,1,0,0.235,0.2176,0.0174,0
7649,396,Lagos,SW,M,11,6,0.947,53.4,60.5,0.96,2,3,4.08,0,0,0.465,1,1,0.2953,0.2512,0.01741,0
7650,527,Oyo,SW,M,9,3,0.914,87.4,69.2,6.66,2,4,4.03,0,0,0.367,1,0,0.4089,0.0426,0.02884,0
7651,415,Nasarawa,NC,M,14,8,0.859,72.6,78.8,1.18,3,5,2.89,0,0,0.372,1,1,0.4037,0.2657,0.02373,0
7652,613,Taraba,NE,M,6,1,0.543,77.0,20.1,0.81,0,10,0.2,0,0,0.758,1,0,0.7827,0.49,0.02438,0
7653,463,Ogun,SW,F,12,6,0.967,92.8,79.4,0.56,2,3,2.86,0,0,0.251,1,0,0.1211,0.0251,0.01307,0
7654,541,Oyo,SW,M,6,1,0.762,92.6,46.0,0.48,3,3,2.68,0,0,0.109,1,1,0.095,0.1427,0.01193,0
7655,626,Yobe,NE,M,12,6,0.476,34.9,64.0,2.03,1,8,2.09,0,0,0.569,1,1,0.6908,0.7774,0.01678,0
7656,619,Yobe,NE,F,10,5,0.386,43.5,41.6,3.01,0,4,3.64,0,0,0.55,0,1,0.7442,0.7733,0.02927,1
7657,364,Kebbi,NW,F,6,2,0.535,58.8,49.7,0.43,0,7,1.55,0,0,0.639,1,0,0.8344,0.1648,0.0163,1
7658,130,Borno,NE,F,8,4,0.308,22.1,37.0,1.01,0,6,0.2,0,0,0.843,1,0,0.7087,1.0,0.01317,1
7659,84,Bayelsa,SS,F,9,3,0.654,91.5,72.4,1.03,3,4,14.49,0,0,0.146,1,0,0.2578,0.276,0.02945,0
7660,271,Kaduna,NW,M,6,2,0.525,46.0,41.6,0.68,0,5,1.82,0,0,0.483,1,1,0.7459,0.7227,0.02992,0
7661,244,Imo,SE,M,12,8,0.551,69.3,71.6,3.58,1,2,0.88,0,0,0.315,1,1,0.3064,0.3612,0.01,0
7662,388,Kwara,NC,M,12,8,0.806,56.4,62.3,0.19,1,8,0.24,0,0,0.476,1,1,0.525,0.2071,0.01817,0
7663,214,Enugu,SE,M,9,5,0.868,62.6,82.0,1.95,2,5,6.78,0,0,0.0,1,0,0.2088,0.0531,0.0455,0
7664,166,Delta,SS,M,11,7,0.534,63.0,60.8,0.63,1,5,1.73,0,0,0.149,0,0,0.2312,0.3093,0.01338,0
7665,59,Anambra,SE,F,11,5,0.884,90.6,63.6,5.64,1,5,0.2,0,0,0.394,1,0,0.3118,0.206,0.01934,0
7666,602,Taraba,NE,F,8,3,0.401,47.6,60.8,0.55,2,10,6.58,0,0,0.467,0,1,0.6632,0.6634,0.0259,1
7667,504,Osun,SW,F,11,5,0.979,91.4,90.7,0.1,1,3,2.25,0,0,0.166,1,0,0.2529,0.0985,0.0188,0
7668,123,Borno,NE,F,10,6,0.283,41.8,48.9,0.1,2,3,1.4,0,0,0.662,0,1,0.6323,1.0,0.01,1
7669,413,Lagos,SW,M,8,2,0.876,72.4,47.1,0.1,2,5,5.3,0,0,0.101,1,0,0.2488,0.0957,0.01038,0
7670,139,Borno,NE,F,6,1,0.137,30.9,32.2,0.24,0,12,1.77,0,1,0.738,0,0,0.6946,0.9331,0.01,1
7671,229,FCT Abuja,NC,M,9,5,0.902,100.0,73.6,1.46,2,4,15.25,1,0,0.386,1,0,0.4247,0.2178,0.02142,0
7672,274,Kaduna,NW,M,8,3,0.511,52.2,65.9,0.38,0,12,2.03,0,0,0.659,0,0,0.732,0.4266,0.02439,1
7673,439,Niger,NC,F,15,9,0.613,47.4,43.1,0.82,1,4,0.2,0,0,0.645,1,0,0.4452,0.3783,0.03646,0
7674,562,Rivers,SS,F,14,9,0.834,63.6,71.1,0.31,1,8,11.92,0,0,0.369,1,0,0.3132,0.3421,0.01736,0
7675,118,Benue,NC,M,15,9,0.539,46.3,71.4,0.17,1,9,1.01,0,0,0.456,0,1,0.4773,0.4987,0.02025,1
7676,483,Ondo,SW,F,8,4,0.953,98.5,82.5,0.46,3,3,2.81,0,0,0.188,1,1,0.2062,0.0,0.04161,0
7677,395,Lagos,SW,M,11,5,0.785,70.0,87.7,0.81,3,2,2.56,0,0,0.075,1,1,0.2384,0.0103,0.02085,0
7678,460,Ogun,SW,F,13,7,0.641,39.5,46.1,1.09,3,5,4.57,0,0,0.377,1,0,0.2791,0.1287,0.01602,0
7679,78,Bauchi,NE,F,13,8,0.305,49.3,22.0,1.3,0,6,2.7,0,0,0.676,1,0,0.7662,0.55,0.01999,1
7680,412,Lagos,SW,M,6,2,0.747,71.7,89.9,0.17,3,1,1.92,0,0,0.265,0,1,0.314,0.1812,0.02534,0
7681,75,Bauchi,NE,M,10,5,0.5,54.1,53.4,0.1,3,4,1.56,0,0,0.589,1,0,0.8683,0.7794,0.02294,1
7682,295,Kano,NW,F,8,2,0.293,38.4,46.3,0.89,0,3,4.73,0,0,0.471,0,1,0.7618,0.6384,0.02022,1
7683,21,Adamawa,NE,M,12,8,0.562,69.8,41.9,0.58,0,4,0.4,0,0,0.628,0,0,0.7543,0.7,0.01919,1
7684,171,Ebonyi,SE,F,11,6,0.758,58.7,67.6,0.12,3,4,1.34,0,0,0.146,0,0,0.4622,0.2971,0.02951,0
7685,15,Adamawa,NE,M,11,6,0.447,41.5,42.8,4.65,1,8,0.63,0,0,0.693,1,0,0.8879,0.682,0.01077,0
7686,211,Enugu,SE,M,9,5,0.822,75.6,80.7,0.5,2,2,0.2,1,0,0.446,1,0,0.3402,0.2843,0.02563,0
7687,560,Rivers,SS,M,13,7,0.894,80.3,69.7,9.74,1,9,2.84,0,0,0.002,1,0,0.2068,0.3936,0.01954,0
7688,86,Bayelsa,SS,F,13,9,0.657,76.9,42.0,0.19,2,4,0.21,0,0,0.138,1,0,0.3503,0.4719,0.01547,0
7689,149,Cross River,SS,M,14,9,0.798,64.3,65.8,0.66,1,6,5.66,0,0,0.241,0,1,0.3936,0.2232,0.02327,0
7690,372,Kogi,NC,F,14,9,0.74,88.9,57.4,3.64,2,5,14.05,0,0,0.079,1,0,0.393,0.3587,0.03584,1
7691,480,Ondo,SW,M,11,6,0.882,66.2,56.8,0.44,1,10,5.91,0,0,0.133,1,1,0.2164,0.0951,0.01055,0
7692,151,Cross River,SS,M,9,4,0.744,63.5,73.1,1.64,1,7,3.92,0,1,0.292,1,1,0.2972,0.2582,0.01342,0
7693,141,Borno,NE,M,10,5,0.355,29.0,37.2,0.1,0,13,2.13,0,1,0.401,0,0,0.7135,0.9601,0.01114,1
7694,69,Bauchi,NE,M,11,7,0.461,91.3,34.8,1.45,1,0,10.88,0,0,0.694,0,1,0.7002,0.6987,0.01198,1
7695,260,Jigawa,NW,M,7,2,0.487,72.2,62.9,1.37,0,2,7.0,1,0,0.517,0,0,0.8022,0.5138,0.02741,1
7696,521,Oyo,SW,M,11,6,0.711,63.6,49.1,2.21,0,1,5.74,0,0,0.0,1,0,0.0506,0.156,0.01,0
7697,633,Zamfara,NW,M,14,9,0.337,35.3,29.0,0.64,0,2,18.86,0,0,0.847,1,0,0.9222,0.7882,0.01,1
7698,371,Kogi,NC,F,12,7,0.724,62.3,67.2,0.91,0,2,0.3,1,0,0.457,0,0,0.4172,0.1891,0.01852,0
7699,419,Nasarawa,NC,M,15,9,0.569,56.6,78.2,1.77,1,2,1.14,0,0,0.639,1,0,0.3954,0.5451,0.01911,0
7700,101,Benue,NC,M,13,7,0.677,45.8,48.6,1.93,2,9,5.49,0,0,0.227,0,1,0.4851,0.4473,0.02272,0
7701,243,Imo,SE,F,10,5,0.7,61.2,73.5,0.64,2,5,6.56,0,0,0.21,1,0,0.2949,0.3149,0.02805,0
7702,512,Oyo,SW,M,11,5,0.877,67.2,93.9,0.31,0,3,4.68,0,0,0.0,0,0,0.0966,0.058,0.03374,0
7703,555,Plateau,NC,M,13,7,0.557,48.4,44.4,4.65,0,7,5.72,0,0,0.403,1,0,0.5581,0.6444,0.01,1
7704,95,Bayelsa,SS,F,8,3,0.62,78.4,54.1,0.27,3,6,11.82,0,0,0.512,1,1,0.4299,0.3097,0.01959,0
7705,226,FCT Abuja,NC,F,10,5,0.847,93.1,50.3,1.46,3,4,5.48,0,0,0.442,0,0,0.4075,0.0,0.02335,0
7706,518,Oyo,SW,F,12,6,0.556,62.1,67.8,1.01,3,4,16.16,0,0,0.301,1,1,0.3153,0.0562,0.0184,0
7707,214,Enugu,SE,M,7,2,0.834,79.1,72.4,0.85,3,8,7.86,0,0,0.109,1,1,0.2088,0.0531,0.0455,0
7708,67,Bauchi,NE,M,12,6,0.5,47.0,48.2,0.24,0,13,4.58,0,0,0.763,1,1,0.8496,0.5569,0.01306,1
7709,396,Lagos,SW,F,14,8,0.704,49.2,60.9,0.19,3,4,6.16,0,0,0.305,1,0,0.2953,0.2512,0.01741,0
7710,612,Taraba,NE,M,6,1,0.614,79.2,60.6,0.8,0,6,4.93,0,0,0.477,0,0,0.6138,0.6497,0.01707,1
7711,12,Adamawa,NE,F,15,9,0.529,37.1,51.0,0.71,0,9,13.45,0,0,0.705,1,0,0.7373,0.5964,0.01955,1
7712,237,Gombe,NE,F,15,9,0.712,67.5,36.7,0.1,0,6,4.71,0,0,0.655,0,1,0.7004,0.4082,0.02574,0
7713,399,Lagos,SW,M,7,3,0.952,68.4,77.6,1.06,3,6,2.14,1,0,0.077,1,1,0.1936,0.0332,0.0242,0
7714,407,Lagos,SW,M,13,9,1.0,83.4,62.0,0.1,2,3,6.35,0,0,0.071,0,0,0.184,0.013,0.01396,0
7715,480,Ondo,SW,F,13,9,0.74,46.4,47.8,0.78,1,9,6.08,0,0,0.137,0,1,0.2164,0.0951,0.01055,0
7716,222,Enugu,SE,F,11,6,0.785,55.2,34.6,2.17,3,5,0.5,0,0,0.262,1,0,0.3928,0.1318,0.02857,0
7717,156,Delta,SS,F,7,3,0.945,74.3,67.2,2.02,2,1,11.94,0,0,0.203,1,1,0.3424,0.2532,0.02163,0
7718,428,Niger,NC,M,8,4,0.839,64.8,57.4,0.52,3,9,1.34,0,0,0.36,1,1,0.4231,0.1142,0.01,0
7719,158,Delta,SS,F,13,7,0.684,44.6,65.8,0.25,1,4,13.57,0,0,0.567,1,1,0.3659,0.3489,0.0209,0
7720,416,Nasarawa,NC,M,13,9,0.589,55.8,53.5,0.7,2,3,12.15,0,0,0.171,1,0,0.3249,0.4621,0.02338,1
7721,326,Kano,NW,M,13,8,0.644,49.8,84.3,0.4,0,6,3.0,0,0,0.644,1,0,0.7904,0.3404,0.02374,0
7722,371,Kogi,NC,M,11,6,0.695,55.9,76.6,0.1,2,6,0.21,0,0,0.153,1,1,0.4172,0.1891,0.01852,0
7723,344,Katsina,NW,M,13,9,0.799,82.6,52.7,0.1,0,7,3.13,0,0,0.622,0,1,0.8235,0.4946,0.02158,0
7724,262,Jigawa,NW,F,11,5,0.269,39.3,22.0,0.63,0,10,4.27,0,0,0.896,1,0,0.8329,0.5648,0.02455,1
7725,283,Kaduna,NW,F,6,1,0.177,27.0,32.1,0.69,1,12,3.11,0,0,0.407,1,0,0.7806,0.5523,0.02602,1
7726,229,FCT Abuja,NC,M,12,8,0.676,78.8,69.8,0.11,3,6,13.69,0,0,0.411,1,0,0.4247,0.2178,0.02142,0
7727,280,Kaduna,NW,M,13,8,0.382,48.1,41.3,0.19,2,11,17.73,0,0,0.432,0,0,0.7618,0.7299,0.01852,1
7728,290,Kaduna,NW,M,12,6,0.504,66.6,48.3,0.1,0,4,1.62,0,1,0.505,0,0,0.8459,0.7236,0.01182,1
7729,47,Akwa Ibom,SS,M,15,9,0.787,41.8,67.2,1.86,2,3,1.51,0,0,0.0,1,1,0.2474,0.2714,0.03209,0
7730,214,Enugu,SE,M,9,3,0.704,44.4,61.7,0.89,0,9,6.18,0,0,0.094,1,1,0.2088,0.0531,0.0455,0
7731,24,Adamawa,NE,M,14,9,0.599,57.5,77.6,0.1,0,4,3.5,0,1,0.839,1,0,0.854,0.7583,0.02366,1
7732,321,Kano,NW,M,9,4,0.45,56.0,36.0,0.34,1,4,8.18,0,0,0.588,1,0,0.826,0.4451,0.03398,1
7733,274,Kaduna,NW,F,6,1,0.413,32.9,39.6,0.22,1,6,0.84,0,0,0.482,0,0,0.732,0.4266,0.02439,1
7734,556,Plateau,NC,F,15,9,0.423,62.6,44.3,1.19,2,6,0.2,0,0,0.598,0,1,0.5371,0.5211,0.02006,1
7735,313,Kano,NW,M,14,8,0.458,44.0,49.5,0.41,0,7,1.29,0,0,0.887,0,1,0.98,0.5003,0.01164,1
7736,363,Kebbi,NW,M,10,6,0.659,34.6,56.4,1.82,1,9,0.2,0,0,0.546,1,0,0.7685,0.2471,0.02496,1
7737,380,Kwara,NC,M,13,9,0.87,81.0,51.1,0.98,3,3,13.0,1,0,0.236,1,1,0.3913,0.0564,0.024,0
7738,470,Ogun,SW,F,6,1,0.916,64.7,80.2,3.41,1,9,3.25,0,0,0.066,1,0,0.1563,0.2486,0.01046,0
7739,116,Benue,NC,M,8,2,0.78,49.4,57.4,0.21,3,6,0.95,0,0,0.473,1,0,0.4311,0.3219,0.0233,0
7740,605,Taraba,NE,M,10,5,0.45,21.9,48.3,2.63,1,7,4.83,0,0,0.491,1,0,0.5559,0.5175,0.0157,1
7741,42,Akwa Ibom,SS,F,12,7,0.572,52.4,42.6,3.1,3,4,7.09,1,0,0.366,1,0,0.403,0.2385,0.03696,0
7742,379,Kwara,NC,F,11,5,0.644,61.1,63.6,0.28,0,9,7.53,1,0,0.222,1,0,0.4278,0.3239,0.02058,0
7743,206,Ekiti,SW,F,13,9,0.81,87.7,66.6,0.11,0,1,0.83,0,0,0.3,0,0,0.2313,0.0606,0.02899,0
7744,466,Ogun,SW,F,11,5,0.84,89.9,62.3,2.31,2,2,1.61,1,0,0.0,1,0,0.1863,0.0,0.02947,0
7745,280,Kaduna,NW,F,13,7,0.542,61.2,70.0,0.52,0,8,18.27,1,0,0.681,1,0,0.7618,0.7299,0.01852,1
7746,618,Yobe,NE,M,15,9,0.403,38.2,39.8,0.49,2,7,7.81,0,0,0.629,0,0,0.7356,0.8724,0.02635,1
7747,118,Benue,NC,F,7,3,0.515,35.6,47.3,0.1,3,5,0.47,0,0,0.409,1,0,0.4773,0.4987,0.02025,0
7748,237,Gombe,NE,F,6,1,0.443,49.3,51.4,1.26,1,3,2.68,0,0,0.252,0,0,0.7004,0.4082,0.02574,1
7749,309,Kano,NW,F,8,2,0.481,54.7,27.7,0.21,0,8,4.4,0,0,0.783,1,0,0.8361,0.2991,0.04878,0
7750,456,Ogun,SW,M,12,8,0.906,64.3,85.7,1.96,2,5,5.68,0,0,0.376,0,0,0.3957,0.2305,0.01821,0
7751,475,Ondo,SW,M,11,5,0.927,63.2,92.3,2.74,1,8,3.17,0,1,0.0,0,0,0.2587,0.2147,0.03539,0
7752,100,Benue,NC,F,14,9,0.751,80.1,79.8,0.6,2,6,0.2,0,0,0.523,1,0,0.4401,0.5742,0.0273,0
7753,261,Jigawa,NW,F,12,8,0.617,56.2,53.3,1.63,1,6,1.06,0,0,0.772,0,1,0.723,0.3045,0.03201,1
7754,305,Kano,NW,F,14,9,0.304,55.2,20.6,0.43,1,11,3.16,0,0,0.678,1,0,0.7904,0.5026,0.01,1
7755,354,Kebbi,NW,M,6,1,0.525,35.6,38.4,0.54,0,8,0.21,0,0,0.785,0,1,0.892,0.3813,0.01907,1
7756,286,Kaduna,NW,F,9,3,0.412,42.1,41.9,0.12,2,1,5.74,0,0,0.645,1,1,0.8388,0.4875,0.01852,1
7757,328,Kano,NW,F,13,7,0.228,27.6,36.9,0.53,2,6,5.3,0,1,0.848,1,0,0.9478,0.4182,0.01231,1
7758,103,Benue,NC,F,7,2,0.516,51.8,27.4,0.21,0,6,11.85,0,0,0.394,0,1,0.5497,0.596,0.0198,1
7759,63,Bauchi,NE,F,7,2,0.339,24.7,54.0,0.16,1,7,3.11,0,1,0.395,1,1,0.6598,0.562,0.01728,1
7760,282,Kaduna,NW,F,11,7,0.428,52.3,29.9,0.2,1,7,0.2,0,0,0.527,1,0,0.7451,0.5094,0.01,0
7761,441,Niger,NC,M,8,3,0.691,44.7,68.6,1.94,0,9,1.34,0,0,0.657,1,0,0.5593,0.4624,0.01872,0
7762,293,Kaduna,NW,M,9,5,0.434,54.9,33.4,0.1,0,7,0.78,0,0,0.603,0,0,0.8733,0.6013,0.01,1
7763,7,Abia,SE,F,13,9,0.814,80.5,71.2,1.24,3,4,2.14,0,0,0.343,1,1,0.251,0.0618,0.01609,0
7764,639,Zamfara,NW,F,9,3,0.186,16.9,27.4,1.38,1,5,2.65,0,0,0.541,1,1,0.8299,0.8031,0.01112,1
7765,92,Bayelsa,SS,F,6,2,0.832,60.4,87.9,1.22,0,4,6.09,0,0,0.41,1,0,0.3464,0.4291,0.02607,0
7766,190,Edo,SS,F,7,3,0.886,64.9,88.3,3.35,2,6,2.09,0,0,0.262,1,0,0.2804,0.1135,0.02526,0
7767,476,Ondo,SW,M,15,9,0.982,71.3,98.2,0.34,3,8,2.37,0,0,0.07,0,1,0.25,0.312,0.01449,0
7768,511,Oyo,SW,M,14,9,0.927,78.7,87.3,2.71,0,4,1.36,0,0,0.354,1,0,0.2594,0.094,0.01751,0
7769,462,Ogun,SW,M,13,7,0.821,63.8,73.7,0.11,1,12,5.1,0,0,0.252,1,0,0.2183,0.1066,0.01857,0
7770,53,Anambra,SE,M,7,3,0.821,80.3,81.0,1.26,2,7,1.41,0,0,0.19,1,0,0.0944,0.1036,0.02927,0
7771,486,Ondo,SW,M,11,5,0.861,65.1,51.2,3.31,2,2,0.77,0,0,0.088,0,0,0.213,0.1974,0.0146,0
7772,644,Zamfara,NW,F,6,2,0.29,36.4,36.0,0.45,1,6,2.5,0,1,0.684,0,0,0.9038,0.7348,0.02551,1
7773,490,Ondo,SW,F,11,7,0.921,78.6,88.2,1.47,2,4,6.55,0,0,0.229,1,0,0.1637,0.0834,0.02385,0
